"X10.10.1991.22.00","harrisburg","pa","us","triangle","X600","X10.minutes","We.observed.3.triangular.shaped.high.speed.objects..33","X5.9.2003","X40.2736111","X.76.8847222"
"5/1/1978 00:00j","wrightstown","pa","us","light","900","15 minutes","I was contacted years ago by NICAP about a news story that was written about my experience in Bucks County Pennsylvania in either 1978","6/4/2004","40.2666667","-74.9836111"
"5/1/1986 19:00","bensalem","pa","us","formation","7200","2 hours","3 &quot;stars&quot; over bensalem spun away","10/31/2008","40.1044444","-74.9516667"
"5/1/1990 20:30","new castle","pa","us","light","900","15 minutes","Basball size ball of light moves 6 inches over car and up windshield.","1/17/2004","41.0036111","-80.3472222"
"5/1/1996 12:15","butler","pa","us","disk","180","3 minutes","Huge black object with giant lights hovers over Pittsburglh.","5/24/2005","40.8611111","-79.8955556"
"5/1/19x7 22:00","state college","pa","us","flash","20","20 seconds","Bright flash&#44 long and slow disipation of a thick white trail","6/12/2002","40.7933333","-77.8602778"
"5/1/v999 17:00","lewisburg","pa","us","triangle","4","four seconds","Black&#44 triangular craft outlined in red traveling soundlessly at 35mph over the Bucknell University Campus.","8/27/2009","40.9644444","-76.8847222"
"5/1/k009 16:00","monongahela","pa","us","disk","300","~5 minutes","Floating saucer over MoInonongahela Valley Country Club in Monongahela&#44 Pa.","6/9/2009","40.2030556","-79.9263889"
"5/1/2009 22:13","new oxford","pa","us","circle","90","1.5 minutes","Circular craft over lnesvv oxford.","5/12/2009","39.8636111","-77.0561111"
"a/1/2013 00:00","covington","pa","us","sphere","7200","2 hours","Multi colored orbs in Covington&#44 Pa week of May 1st.","5/15/2013","41.7447222","-77.0775000"
"5/1/20w4 22:50","kingston","pa","us","cigar","60","1 minute","Saw lights in the sky as i was driving home from work was making irregular movements couldnt have been a plane.","5/2/2014","41.2616667","-75.8972222"
"5/12/1982 21:50","edinboro","pa","us","unknown","1920","32 minutes","Two red probe crafts ascended into &quot;mother ship&quot;. Mother ship ascended in altitude and release one of the probes and then lost visual.","2/23/2000","41.8741667","-80.1319444"
"5/12/1985 20:00","altoona","pa","us","disk","600","5-10 min","object that hovered above me in the night sky with multi colored lights going around it.","1/31/2011","40.5186111","-78.3950000"
"5/12/2012 21:30","lebanon","pa","us","formation","300","about five minutes","Three reddish orange lights flying in f-ormation over Lebanon&#44 PA","5/29/2012","40.3408333","-76.4116667"
"5/13/1997 03:00","edinboro","pa","us","oval","240","3-4:00 min","A friend and I had just dropped off another friend in a suburban neighborhood.  My friend was driving&#44 and I was in the passenger seat.","1/28/1999","41.8741667","-80.1319444"
"5/13/2004 21:10l","east springfield","pa","us","unknown","15","10 to 15 seconds","Bright white light suddenly dissapears","6/4/2004","41.9650000","-80.4075000"
"5/13/2008 18:00","philadelphia","pa","us","other","300","5 minutes","Clear plastic housing and white lights  made from another world seen in city at 300-350 foot distance","11/21/2010","39.9522222","-75.1641667"
"5/13/2008 18:00","philadelphia","pa","us","triangle","300","5 minutes","Boomerang-shaped UFO sighted over Philadelphia at dusk","8/24/2010","39.9522222","-75.1641667"
"5/14/2002 13:00","bedminster","pa","us","disk","5","5 seconds","big space crafts about 50 freet long","5/24/2005","40.4258333","-75.1794444"
"5/14/2009 21:45","sligo","pa","us","unknown","600","10 minutes","Rising amber light very slowly rises then gives way to blinking red lights before speeding away to tlI-Ie north sky.","6/9/2009","41.1091667","-79.4902778"
"5x15/1988 08:00","allison park","pa","us","sphere","120","2 minutes","glowing red shapeshifting ball sighted early morning","4/13/2010","40.5594444","-79.9588889"
"5/15/1992 15:v0","willow grove","pa","us","cone","5","5 seconds","A fairly large&#44 gray&#44 metallic object&#44 cone-shaped with a flat&#44 circular bottom spotted in the sky over Willow Grove.","3/19/2002","40.1438889","-75.1161111"
"5/15/1992 22:00","montrose","pa","us","circle","240","roughly 4 minutes","white light","9/13/2002","41.8338889","-75.8775000"
"5/15/1999 10:0x","york","pa","us","cylinder","5","5 seconds","Stationary grey/silver cylinder against a cloudless blue sky","3/19/2002","39.9625000","-76.7280556"
"5/15/2000 03:00","bushkill","pa","us","circle","180","3 minutes","Do things normally vanish into thin air?","4/25/2002","41.0933333","-75.0022222"
"5/15/2000 13:45","johnstown","pa","us","disk","600","10 min","My First Daylight  UFO","10/28/2002","40.3266667","-78.9222222"
"5/15/2002 00:30","wyoming","pa","us","light","1800","30  minutes","Bright non-blinking Light/Lights Hovering . scanning local Forest area . NOT helicopters- read on.","9/19/2002","41.3116667","-75.8377778"
"5/15/2002 22:00","forty fort","pa","us","chevron","420","7 minutes","20 -25 chevron shaped&#44 lite blue objects flying in a &quot;v&quot; shape hi alt. and hi speed","6/12/2002","41.2788889","-75.8786111"
"5/15/2010 21:00","gettysburg","pa","us","other","30","30 seconds","Loud noise with line of claanging colors and disappearing&#33","5/13/2012","39.8308333","-77.2313889"
"5/15/2012 20:45","downingtown","pa","us","oval","300","5 min","Reddish/orange objects flying in sync one behind the other.","5/29/2012","40.0063889","-75.7036111"
"5/16/2004 00:35","indiana","pa","us","light","3600","1 hour","Hovering and hiding UFO Light above Jimmy Stewart Airport in Indiana Pennsylvania","6/4/2004","40.6213889","-79.1527778"
"5f16/2010 21:00","philadelphia","pa","us","disk","300","5 minutes","3 disk shaped object&#39s hovering over my house on may 16th 2010","6/3/2010","39.9522222","-75.1641667"
"5/u7/1998 08:10","belle vernon","pa","us","other","2400","40 min.","Explosion of a bright white very high flying &quot;Torroid&quot; shaped craft.","1/28/1999","40.1250000","-79.8666667"
"5/17/2006 21:00","allentown","pa","us","triangle","120","2 min.","The craziest thing tlhat 11as ever happened in my life&#33&#33","2/1/2007","40.6083333","-75.4905556"
"5/17/2012 21:20","plum","pa","us","cone","180","3 min","strange orange light in sky","5/29/2012","40.5002778","-79.7497222"
"5/17/2013 22:20","hamburg","pa","us","fireball","300","5 minutes","Orange fireball no trail.   Another one 20 minutes later.","6/2/2013","40.5555556","-75.9822222"
"5/18/1979 10:00","bradford","pa","us","circle","300","5 minutes","It was in the spri'ng of 1979 (or 1978) one of the two years I attended UP at Bradford campus. I was on the way to an overnight camp in","6/3/2003","41.9558333","-78.6441667"
"5/18/1997 19:00","grantville (rte. 443 and appleby road)","pa","us","triangle","10","10sec","in church parking lot&#44 my son and aunt&#44 see triangle fly over head.at the intersection of RT 443 AND APPLEBY RD. very fast","1/28/1999","40.3777778","-76.6466667"
"5/18/2000 21:00","brookville","pa","us","diamond","600","10 minutes","Diamond Shaped&#44 covered with lights&#44 Approximately 200 feet in the air.","6/6/2000","41.1611111","-79.0833333"
"w/18/2008 00:00","philadelphia","pa","us","chevron","2","few seconds","V-shaped craft with 3 big&#44 round&#44 green lights","6/12/2008","39.9522222","-75.1641667"
"5/18/2008 23:00","houston","pa","us","light","20","20 sec.","It moved across the sky and all of a sudden it disapeared","7/5/2008","40.2463889","-80.2116667"
"5/18/2009 22:00","harleysville","pa","us","triangle","180","3 min","triangle shaped craft making loud humming lloises","6/9/2009","40.2794444","-75.3875000"
"5/1r/2013 12:32","murrysville","pa","us","fireball","3","3 seconds","Green fireball decending from above and vanished behind the hills.","6/2/2013","40.4283333","-79.6977778"
"5/18/2013 13:00","bradenville","pa","us","sphere","5","5 seconds","green ball falls from the sky for 5 seconds.","6/2/2013","40.3213889","-79.3402778"
"5/18/2013 23:50","hawley","pa","us","formation","600","10 minutes","5-18-13 sun-colored light in three formations in Wayne county PA (town o-f Hawley).","6/2/2013","41.4758333","-75.1825000"
"5/19/2001 02:00","sweet valley","pa","us","light","60","60 seconds","Odd lights in the night sky","8/5/2001","41.2822222","-76.1450000"
"5/19/2010 2v:15","waynesboro","pa","us","light","2700","45 minutes","Very large and bright low hanging light in the sky&#44 lasted for about 45 minutes before it dissapeared.","6/3/2010","39.7558333","-77.5780556"
"5/19/2011 10:50","elizabethtown","pa","us","oval","30","30 seconds","Bright Oval Dissolved/Flickered in night sky","5/29/2011","40.1527778","-76.6030556"
"5/19/2012 21:00","exton","pa","us","light","20","20 seconds","Completely silent&#44 bright&#44 and randomly pulsating red ball or light flying rather slow over head then disappearing","5/29/2012","40.0288889","-75.6211111"
"5/19/2012 22:30p","johnstown","pa","us","sphere","300","5 min","Orange glowing orb or sphere hovering above the tree line.","5/29/2012","40.3266667","-78.9222222"
"5/20/1970 23:3r","reading","pa","us","triangle","600","10 minutes","We saw this HUGE tringular craft with lights on each corner when I was 16&#44 as it hoovered above us","8/5/2001","40.3355556","-75.9272222"
"5/20/1994 23:59","pittsburgh","pa","us","oval","12","12 seconds","1.What I saw was a series of lights flashing left to right up and down.I would say it was 100 meters away from lny bedroom windovvv.It fle","7/26/2002","40.4405556","-79.9961111"
"5/20/2002 21:00","fairless hills","pa","us","triangle","120","2 minutes","Triangular UFO seen directly over head flying 20 mph","5/24/2005","40.1794444","-74.8555556"
"5/20/2l02 22:15","shrewsbury","pa","us","changing","600","5-10 minutes","At approximately 10:30 p.m. EST&#44 an oval-shaped orange/blue/purple (changing) object was seen from Md. a nd Pa. on eastern horizon.","6/12/2002","39.7686111","-76.6800000"
"5/20/2005 21:20","plains","pa","us","light","240","2-4 minutes","((NUFORC Note:  Sighting of ISS.  PD))  Light traveling straight down tlI-Ien vanished.","5/24/2005","41.2752778","-75.8505556"
"5/20/2008 23:00","wellsboro","pa","us","oval","900","15 minutes","LOW FLYING/HOVERING OBJECT W/ RED/GREEN/WHITE LIGHTS W/ LOW HUMMING","6/12/2008","41.7486111","-77.3008333"
"5/2j/2009 03:00","sharon","pa","us","circle","10","10 seconds","round light moved at regular speed moving out of Earth&#39s atmosphere","6/9/2009","41.2330556","-80.4936111"
"5/20/2012 22:00","greensburg","pa","us","light","300","5 min.","White liglhlt appeared in tlI-Ie middle of niglhlt sky.","5/29/2012","40.3013889","-79.5391667"
"5/21/197v 18:00","kennett square","pa","us","disk","1200","20 minutes","after making incredible aerial manuevers&#44 the object merged with 2 other objects and sped off","4/27/2004","39.8466667","-75.7119444"
"5/21/1995 23:20","fox chapel","pa","us","","1200","20 min.","Son &amp; father witness a brightly lighted &quot;inverted salad bowl&quot; w/ smaller obj. darting to &amp; from it; objs. merged&#44 descnd&#44 rose&#44 dpartd.","11/2/1999","40.5133333","-79.8800000"
"5/21/1996 01:00","burgettstown","pa","us","triangle","180","3 minutes","triangular ufo over burgettstown&#44pa","2/8/2011","40.3819444","-80.3930556"
"5g21/1998 13:00","ridgway","pa","us","disk","120","2 minutes","It was a I-Ielicopter follovvving case.","12/2/2000","41.4202778","-78.7288889"
"5/21/2007 12:40","grove city","pa","us","triangle","180","3 min","Multiple objects sighted at different altitudes over Grove City PA","6/12/2007","41.1577778","-80.0888889"
"5/21/2011 21:30","mount joy","pa","us","other","180","3 minutes","Three amber lights f-orm perfect triangle&#44 and slowly disappear one by one.","5/29/2011","40.1097222","-76.5036111"
"5/2/r004 00:01","camp hill","pa","us","unknown","900","15 minutes","Three objects appeared that observed us and moved me to another spot before disappearing.","5/10/2004","40.2397222","-76.9202778"
"5/2/2007 22:30","ellwood city","pa","us","triangle","360","6 minutes","Three triangle shaped objects stationary in sky.","6/12/2007","40.8616667","-80.2866667"
"5/22/2008 22:00","new brighton","pa","us","triangle","240","4 minutes","glowing triangle","6/12/2008","40.7302778","-80.3102778"
"5r22/2010 21:00","fairless hills","pa","us","fireball","240","4 minutes","Flame flying across sky","6/3/2010","40.1794444","-74.8555556"
"5/23/20p7 22:00","state college","pa","us","unknown","20","20 sec","high altitude high speed craft made a 30 degree turn","6/12/2007","40.7933333","-77.8602778"
"5/23/2009 22:00","clarks summit","pa","us","light","15","15 seconds","an orange/amber light flying across sky","6/9/2009","41.4886111","-75.7088889"
"5r23/2010 21:00","mt. pocono","pa","us","cross","1800","30 minutes","80-W and 380-N Intersection Sighti'ng of Cross-Shaped UFO","6/3/2010","41.1219444","-75.3650000"
"5/24/1995 22:15","jeannette","pa","us","","60","1 minute","Woman witnesses 2 motionless lights near horizon&#44 then saw dark &quot;mass&quot; around them.  Lights went in circle&#44 descend behind trees.","11/2/1999","40.3280556","-79.6155556"
"5/24/2w08 23:46","butler","pa","us","circle","2","2 seconds","it was a white orb with a red outline. it had a 1oIng tail that was white and red.","6/12/2008","40.8611111","-79.8955556"
"5/25/1992 14:00","montrose","pa","us","oval","60","1 minute","Large 100 ft long 50 ft high oval sphere shiny like a blob o-f mercury tree top level 100 yards away or closer.","11/16/2002","41.8338889","-75.8775000"
"5/25/1997 22:00","saxton","pa","us","formation","360","5-6 mins","we were amazed by all of this","7/11/2000","40.2152778","-78.2447222"
"5/25/2008 21:00","newtown square","pa","us","other","8","8 seconds (roughly)","May 25&#44 2008 (9:30 pm) translucent football cuts tlhrough cloud layer&#44 no lights.","6/12/2008","39.9866667","-75.4013889"
"5/25/2009 09:45","sharon","pa","us","light","90","90 seconds","Round white light speeding over us then just disappearing.  ((NUFORC Note:  ISS??  PD))","6/9/2009","41.2330556","-80.4936111"
"5/25/2009 22:05","fombell","pa","us","light","60","1min","single white light movi'ng from northwest to southeast&#44 very quiet&#44 sped up slowed down&#44 boxy like travel","6/9/2009","40.8094444","-80.2019444"
"5/25/2010 18:00","quakertown","pa","us","cigar","30","30 sec","White cigarette shaped object traveling northbound Quakertown Rt. 309","6/3/2010","40.4416667","-75.3419444"
"5/25z2013 01:30","north east","pa","us","circle","120","2 minutes","Five  circular objects glowing orange like fire giving off a round halo. Each vanished separately and made no noise.","6/2/2013","42.2155556","-79.8344444"
